State,District,PC Code,Biometrics verification of farmers,Procurement Center board/Banner,Drinking water facility,Toilet facility,Help Desk,Administrative building,Drainage,Quality Check Room,,Kutcha Floor,Kutcha Floor with Tarpaulin,Brick Flooring,Cement Floor,Not performed,Manual scale without Calibaration Certificate,Manual scale with Calibaration Certificate,Digital Weighing scale without calibration certificate,Digital Weighing scale with calibration certificate,Weighbridge,Not Available,Electricity Connection/Grid energy,Generator,Not available,MSP,Procurement Center operation days and timings,Quality specifications,Duties of Procurement Center officials,Contact details of the officials,Contact details for grievance redressal,List of token generated farmers
Odisha,JAJPUR,S1130213,1,0,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAJPUR,S1130301,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130302,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130303,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
Odisha,JAJPUR,S1130304,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130305,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130309,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130310,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130311,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130313,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130314,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130315,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130401,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130403,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130406,1,0,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAJPUR,S1130501,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130502,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130504,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130506,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130507,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130508,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130509,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130510,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130512,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130513,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130604,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130608,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130609,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130610,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JAJPUR,S1130612,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130701,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130702,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130704,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130705,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130707,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130710,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130803,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130814,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130901,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130904,1,1,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130909,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JHARSUGUDA,S1140102,1,0,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140103,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140105,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140106,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140107,1,0,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140202,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140203,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140301,1,1,0,1,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140302,1,1,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Odisha,JHARSUGUDA,S1140303,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Odisha,JHARSUGUDA,S1140304,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140401,1,1,0,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140402,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JHARSUGUDA,S1140403,1,1,0,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JHARSUGUDA,S1140505,1,0,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140507,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JHARSUGUDA,S1140508,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Odisha,JHARSUGUDA,S1140509,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JHARSUGUDA,S1140510,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,JHARSUGUDA,S1140514,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,KALAHANDI,S1150807,1,0,1,1,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Odisha,KENDRAPARA,S1170102,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170103,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170104,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170105,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170108,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170109,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170110,1,1,0,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170201,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,KENDRAPARA,S1170203,1,1,1,1,1,1,1,0,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KENDRAPARA,S1170206,1,1,1,1,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170208,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170210,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170301,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170303,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170306,1,1,0,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170402,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,KENDRAPARA,S1170403,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170404,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KENDRAPARA,S1170405,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170408,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,KENDRAPARA,S1170409,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KENDRAPARA,S1170410,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
Odisha,KENDRAPARA,S1170502,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170504,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170505,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170510,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170512,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170513,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KENDRAPARA,S1170514,1,1,0,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170516,1,1,0,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170517,1,1,0,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Odisha,KENDRAPARA,S1170518,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,KENDRAPARA,S1170519,1,0,0,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,KENDRAPARA,S1170520,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,KENDRAPARA,S1170521,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KENDRAPARA,S1170522,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,KENDRAPARA,S1170523,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170602,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KENDRAPARA,S1170604,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,KENDRAPARA,S1170702,1,1,1,1,1,0,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Odisha,KENDRAPARA,S1170706,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
Odisha,KENDRAPARA,S1170709,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KENDRAPARA,S1170802,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,KENDRAPARA,S1170803,1,0,1,1,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KENDRAPARA,S1170804,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,KENDRAPARA,S1170805,1,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,KENDRAPARA,S1170811,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,KENDRAPARA,S1170812,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KENDRAPARA,S1170813,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Odisha,KENDRAPARA,S1170814,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,KENDRAPARA,S1170911,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KEONJHAR,S1180102,1,1,0,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,KEONJHAR,S1180105,1,0,1,1,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KEONJHAR,S1180202,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,KEONJHAR,S1180302,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KEONJHAR,S1180406,1,0,1,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KEONJHAR,S1180411,1,1,1,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Odisha,KEONJHAR,S1180601,1,1,1,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KEONJHAR,S1180602,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,KEONJHAR,S1180702,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KEONJHAR,S1180705,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KEONJHAR,S1181001,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KEONJHAR,S1181002,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,KEONJHAR,S1181201,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KEONJHAR,S1181301,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KEONJHAR,S1181402,1,1,1,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KHORDHA,S1190102,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KHORDHA,S1190103,1,0,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190104,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KHORDHA,S1190108,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
Odisha,KHORDHA,S1190110,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
Odisha,KHORDHA,S1190112,1,1,1,1,1,1,1,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
Odisha,KHORDHA,S1190203,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KHORDHA,S1190204,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190205,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190206,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190207,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
Odisha,KHORDHA,S1190210,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190211,1,0,1,0,0,1,0,1,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190215,1,0,0,0,1,1,0,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190217,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190501,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,KHORDHA,S1190502,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190505,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KHORDHA,S1190508,1,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190509,1,0,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190510,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190511,1,0,0,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190512,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KHORDHA,S1190513,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,KHORDHA,S1190805,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,KHORDHA,S1190806,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190807,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,KHORDHA,S1190808,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190901,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190902,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190903,1,0,0,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190908,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,KHORDHA,S1190913,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
Odisha,KHORDHA,S1190916,1,0,1,1,1,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,KHORDHA,S1190918,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
Odisha,KHORDHA,S1190919,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,KHORDHA,S1191401,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,KORAPUT,S1200601,1,1,0,1,1,1,0,1,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,MAYURBHANJ,S1220301,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1220401,1,1,1,1,1,1,0,1,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1220501,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
