State,District,PC Code,Biometrics verification of farmers,Procurement Center board/Banner,Drinking water facility,Toilet facility,Help Desk,Administrative building,Drainage,Quality Check Room,,Kutcha Floor,Kutcha Floor with Tarpaulin,Brick Flooring,Cement Floor,Not performed,Manual scale without Calibaration Certificate,Manual scale with Calibaration Certificate,Digital Weighing scale without calibration certificate,Digital Weighing scale with calibration certificate,Weighbridge,Not Available,Electricity Connection/Grid energy,Generator,Not available,MSP,Procurement Center operation days and timings,Quality specifications,Duties of Procurement Center officials,Contact details of the officials,Contact details for grievance redressal,List of token generated farmers
Odisha,MAYURBHANJ,S1220502,1,0,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,MAYURBHANJ,S1220503,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1220801,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1220802,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1221302,1,0,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,MAYURBHANJ,S1221303,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1221304,1,1,1,1,1,1,1,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1221401,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1221402,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,MAYURBHANJ,S1221601,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,MAYURBHANJ,S1221602,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1221902,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,MAYURBHANJ,S1222001,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Odisha,MAYURBHANJ,S1222301,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,MAYURBHANJ,S1222302,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,NAYAGARH,S1240103,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240104,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240108,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240110,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240111,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240112,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240113,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240114,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240115,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240116,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240403,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240408,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
Odisha,NAYAGARH,S1240410,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240413,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240414,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
Odisha,NAYAGARH,S1240418,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240503,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240506,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1
Odisha,NAYAGARH,S1240507,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240515,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240518,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,NAYAGARH,S1240523,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240524,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240527,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240602,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240604,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240605,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240606,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240611,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240619,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
Odisha,NAYAGARH,S1240702,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240703,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240704,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240706,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240707,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240708,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240710,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240711,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240712,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240714,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240715,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240717,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240718,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240719,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240720,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240722,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240723,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240724,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240725,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240727,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240730,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240731,1,0,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240733,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240734,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240736,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240737,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,NAYAGARH,S1240738,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240739,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240740,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240801,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240802,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240803,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,NAYAGARH,S1240805,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,NAYAGARH,S1240806,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240807,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,NAYAGARH,S1240808,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240809,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240810,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,NAYAGARH,S1240811,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,NAYAGARH,S1240812,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240813,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240814,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240815,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,NAYAGARH,S1240818,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,PURI,S1260108,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260209,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260211,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1260212,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,PURI,S1260215,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260301,1,1,0,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260302,1,0,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260303,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260306,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260309,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Odisha,PURI,S1260312,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Odisha,PURI,S1260313,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260317,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260318,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Odisha,PURI,S1260322,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260401,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Odisha,PURI,S1260402,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260404,1,1,0,1,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260405,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260406,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260409,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260410,1,1,0,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Odisha,PURI,S1260412,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260415,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260416,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260418,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260420,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260421,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260422,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260424,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260426,1,0,0,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260427,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260501,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260503,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1260504,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260509,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260516,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260801,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260802,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260803,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
Odisha,PURI,S1260804,1,0,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260813,1,1,0,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260814,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1260815,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1260816,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260818,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260819,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260822,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1260823,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260825,1,1,1,1,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260828,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1260830,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260901,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Odisha,PURI,S1260904,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260905,1,0,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260906,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
Odisha,PURI,S1260907,1,0,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260910,1,0,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1260911,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,PURI,S1260916,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,PURI,S1260917,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
Odisha,PURI,S1261002,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,PURI,S1261004,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,PURI,S1261007,1,1,0,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,PURI,S1261105,1,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,PURI,S1261107,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,PURI,S1261108,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,PURI,S1261110,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,PURI,S1261301,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,ANGUL,S2010101,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,BHADRAK,S2040106,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,BHADRAK,S2040277,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
Odisha,BHADRAK,S2040278,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S2040429,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
Odisha,BHADRAK,S2040707,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,BHADRAK,S2040709,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,BHADRAK,S2040710,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,GANJAM,S2110136,1,1,0,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S2110628,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S2111027,1,1,0,1,0,1,1,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,GANJAM,S2112053,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S2112054,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S2112056,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAGATSINGHPUR,S2120402,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S2120701,1,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
